Ref_Frame_Lat_Pos [deg],Ref_Frame_Long_Pos [deg],Ref_Frame_Alt_Pos [m],Drone_Lat_Pos [deg],Drone_Long_Pos [deg],Drone_Alt_Pos [m],de_X_pos [m],dn_Y_pos [m],du_Z_pos [m]
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999728],-1.9998935386166,-2.0000817907840793,0.07999665399563316
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999931],2.0001028670575303,1.99992048243077,0.07999867960708501
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999931],2.0001028670575303,1.99992048243077,0.07999867960708501
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999497],-1.9998939773390152,-2.0000813951189502,0.07999434245298984
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999685],2.0001030962023236,1.999920253808934,0.07999622743474606
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999932],-1.9998940951707265,-2.000081269835802,0.07999869452338344
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999672],2.000102784227432,1.9999203401615717,0.07999608866775298
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999674],-1.9998938575487442,-2.000081504829095,0.07999611010323951
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999479],-1.999894325403211,-2.000081086513985,0.07999416084507568
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999482],2.000102438990145,1.9999207167163608,0.0799941887696907
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999479],-1.999894325403211,-2.000081086513985,0.07999416084507568
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999932],2.000102309850639,1.9999208519070055,0.07999869264565954
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999507],-1.9998943964943219,-2.0000810801436173,0.07999444396711812
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999675],2.0001025459524038,1.9999206162071026,0.07999612126403106
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.0799994],-1.9998946421597354,-2.000080891157584,0.07999877368574992
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999692],2.0001022572396745,1.9999206515974177,0.07999629542143176
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.0799966],-1.999894419756114,-2.0000811134103453,0.07999597785538079
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999541],2.000101862651514,1.9999210748675258,0.0799947829535613
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.0799953],-1.9998949402221946,-2.0000806427171978,0.07999467772905146
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999394],2.0001017467755933,1.9999210508022505,0.07999331053261464
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999426],-1.9998950734913459,-2.000080634223637,0.07999363371640628
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999939],2.0001015939387354,1.9999212008566951,0.07999876528893492
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999928],-1.999895250021984,-2.0000804544390167,0.07999865261376204
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999664],2.0001018128656263,1.9999209807286256,0.07999601229940491
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999664],2.0001018128656263,1.9999209807286256,0.07999601229940491
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999951],-1.9998954019875108,-2.000080456562339,0.07999887892509945
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999517],2.0001013093579805,1.999921434434482,0.07999454080975224
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999625],-1.9998951367554179,-2.000080750303949,0.07999562302136944
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999449],2.0001011541316682,1.9999214089534176,0.07999386001300676
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999766],-1.999895479601455,-2.000080542915406,0.07999702931841489
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999472],-1.999895857233491,-2.0000802215704017,0.07999409285831978
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999494],2.000101083475182,1.99992143018758,0.07999431170447091
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999472],-1.999895857233491,-2.0000802215704017,0.07999409285831978
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999939],2.000100830850138,1.9999216113857907,0.07999876435772235
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999482],-1.999895898540283,-2.0000802406812177,0.07999418878452605
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999665],2.0001010512988526,1.9999213912577185,0.0799960281319982
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999921],-1.9998961742074786,-2.0000800785919126,0.07999858369572024
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999515],2.000100542356111,1.9999218499182436,0.07999452777134587
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999959],-1.9998963759585116,-2.000080012057682,0.07999896367528844
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999454],2.000100378651017,1.9999218223137338,0.07999391682379682
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999752],-1.9998962068187052,-2.0000802144916188,0.07999689520783963
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999514],2.000100291471765,1.9999218605352842,0.07999451752687274
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999513],-1.9998966305402543,-2.0000798308592693,0.0799945035714558
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999951],2.000100083849414,1.9999220084664926,0.07999887891050822
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999442],-1.9998967801146357,-2.0000798570482923,0.07999379669756664
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999664],2.000100303211151,1.9999217840915904,0.07999600950565758
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999664],2.000100303211151,1.9999217840915904,0.07999600950565758
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999475],-1.9998968364222405,-2.0000798513857303,0.07999412638574221
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999707],2.000100099285936,1.9999218378849308,0.07999644536466943
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999926],-1.9998971138286348,-2.0000796864651655,0.07999863119300057
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999657],2.0000997475261957,1.9999219468875218,0.07999594431320017
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999953],-1.9998973060139134,-2.000079624885624,0.07999890779576442
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999715],-1.999897121221095,-2.0000798237805824,0.07999652547261396
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999438],2.000099460770728,1.9999222717723115,0.07999375197984736
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999715],-1.999897121221095,-2.0000798237805824,0.07999652547261396
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999476],2.0000993959841855,1.999922269648783,0.0799941300968336
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999669],-1.9998974249349928,-2.000079732473149,0.07999606074258286
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999924],2.0000991185750676,1.9999224338595534,0.07999861814035596
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.0799947],-1.9998977625643182,-2.0000793516719924,0.07999407516286759
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999955],2.0000989261723072,1.9999224961466349,0.07999892640816883
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999484],-1.999897806914758,-2.000079370782799,0.07999421206726619
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999731],2.000099109227355,1.9999222901746379,0.07999668098944876
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999922],-1.999898083668977,-2.0000792051544494,0.07999859580259026
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999483],2.0000986865943817,1.9999226723919823,0.0799942083280255
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999958],-1.9998982821589528,-2.000079138620225,0.07999895063644996
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999493],2.0000986389828546,1.9999226603591853,0.0799943070482371
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999745],-1.9998981082362723,-2.000079343177603,0.07999682070171206
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999928],2.0000983615737757,1.999922836602741,0.07999865632469207
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999928],2.0000983615737757,1.999922836602741,0.07999865632469207
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999526],-1.999898556524431,-2.000078934064068,0.07999463581894009
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999949],2.0000981796064585,1.99992286420719,0.07999886400967449
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999432],-1.9998986921849957,-2.0000789227392484,0.0799936961144234
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999684],2.000098394402634,1.9999226532806194,0.07999621719091639
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999932],-1.999898860454284,-2.000078754279586,0.07999868893474613
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999679],-1.9998986291370058,-2.0000789857338193,0.07999616411924611
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999679],-1.9998986291370058,-2.0000789857338193,0.07999616411924611
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999495],2.000097914592178,1.9999230871679075,0.07999432194949108
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999935],2.0000977991491684,1.99992321103363,0.0799987187233631
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999683],-1.999898936764032,-2.0000789177839935,0.07999620416604188
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999935],2.0000977991491684,1.99992321103363,0.0799987187233631
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999683],-1.999898936764032,-2.0000789177839935,0.07999620416604188
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999652],2.0000980517737306,1.999922960469787,0.079995895884639
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.0799953],-1.999899333309764,-2.000078501592259,0.0799946693464454
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999652],2.0000980517737306,1.999922960469787,0.079995895884639
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.0799953],-1.999899333309764,-2.000078501592259,0.0799946693464454
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999706],2.0000978448048254,1.999923020633391,0.07999642953252013
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999417],-1.999899465926729,-2.000078495929951,0.07999354430873555
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999706],2.0000978448048254,1.999923020633391,0.07999642953252013
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999417],-1.999899465926729,-2.000078495929951,0.07999354430873555
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.0799965],2.000097481305275,1.9999231430843647,0.07999587353301843
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999923],-1.9998996494142902,-2.0000783111906557,0.07999860232163883
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.0799965],2.000097481305275,1.9999231430843647,0.07999587353301843
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999923],-1.9998996494142902,-2.0000783111906557,0.07999860232163883
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999428],2.000097205854835,1.999923448858312,0.07999365791660369
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999953],-1.9998998287727143,-2.0000782630594918,0.07999890127614426
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.07999933],2.0000970451915547,1.9999236038674986,0.07999870475363718
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.07999717],-1.9998996339792936,-2.000078471863778,0.07999654782399365
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.08002459],2.0000969062623897,1.9999236852605649,0.08002396687849157
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.08002459],2.0000969062623897,1.9999236852605649,0.08002396687849157
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.08002733],-1.9999003396639639,-2.000077947370886,0.08002669939229057
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.08025414],2.0000967603123887,1.9999237128200988,0.08025350902217147
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.08027075],-1.999902091431018,-2.0000766442455435,0.08027012010480103
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.08072131],2.0000966136358134,1.999923738917458,0.08072068464002317
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.0807518],-1.999903858776812,-2.0000753070987893,0.0807511714975207
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.0807518],-1.999903858776812,-2.0000753070987893,0.0807511714975207
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.0814261],2.0000964662326712,1.9999237578901716,0.0814254778995647
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.08147047],-1.999905656484833,-2.00007391469634,0.08146984146325814
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.08236851],2.0000963187551766,1.9999237633679556,0.08236788786947526
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.08242676],-1.9999074993385633,-2.0000724443882922,0.08242612907069324
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.08236851],2.0000963187551766,1.9999237633679556,0.08236788786947526
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.08242676],-1.9999074993385633,-2.0000724443882922,0.08242612907069324
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.08354854],2.0000961722903527,1.9999237503961456,0.08354791548107864
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.08362066],-1.9999094008170588,-2.000070871401315,0.083620033388507
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.08354854],2.0000961722903527,1.9999237503961456,0.08354791548107864
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.08362066],-1.9999094008170588,-2.000070871401315,0.083620033388507
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.08496619],2.0000960283600295,1.9999237118966477,0.0849655635283443
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.08505218],-1.9999113754863953,-2.0000691702542674,0.08505155721067056
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.08496619],2.0000960283600295,1.9999237118966477,0.0849655635283443
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.08505218],-1.9999113754863953,-2.0000691702542674,0.08505155721067056
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.08662145],2.0000958863119984,1.9999236450382265,0.08662082549201534
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.08672132],-1.9999134376952474,-2.000067318297246,0.08672069588057368
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.08662145],2.0000958863119984,1.9999236450382265,0.08662082549201534
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.08672132],-1.9999134376952474,-2.000067318297246,0.08672069588057368
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.08851433],2.000095748102898,1.9999235448662167,0.08851370323473784
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.08862808],-1.999915601140075,-2.000065292880347,0.08862745312350946
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.09064483],2.0000956135153247,1.9999234035947153,0.09064420141312718
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.09077245],-1.999917880821764,-2.000063069938048,0.09077182800815821
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.0930386],2.0000954844978898,1.9999232169718402,0.09303797703279215
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.0930386],2.0000954844978898,1.9999232169718402,0.09303797703279215
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.09318011],-1.9999202930375948,-2.0000606204451348,0.0931794803340997
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.09582396],2.0000953614452572,1.999922971524079,0.0958233318855836
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.09597934],-1.9999228673143836,-2.000057892706377,0.09597871096186508
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.099018],2.0000952454390952,1.9999226651246529,0.09901736971058467
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.09918725],-1.9999256223435342,-2.0000548591138534,0.0991866264245077
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.09918725],-1.9999256223435342,-2.0000548591138534,0.0991866264245077
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.10262072],2.0000951384360444,1.9999222885720414,0.10262009330176536
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.10280385],-1.999928573343335,-2.000051491355186,0.10280322579070912
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.10663213],2.000095039783895,1.9999218369115797,0.10663150172780482
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.10682914],-1.9999317377061145,-2.000047758286759,0.10682850999179622
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.10663213],2.000095039783895,1.9999218369115797,0.10663150172780482
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.10682914],-1.9999317377061145,-2.000047758286759,0.10682850999179622
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.11105222],2.0000949507870724,1.9999213058964125,0.11105159498870402
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.11126311],-1.9999351302153558,-2.000043640797716,0.11126248089041552
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.11105222],2.0000949507870724,1.9999213058964125,0.11105159498870402
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.11126311],-1.9999351302153558,-2.000043640797716,0.11126248089041552
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.115881],2.0000948729674106,1.9999206842015909,0.115880373084466
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.11610576],-1.9999387680459835,-2.0000391042053955,0.11610513382995967
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.115881],2.0000948729674106,1.9999206842015909,0.115880373084466
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.11610576],-1.9999387680459835,-2.0000391042053955,0.11610513382995967
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.12111846],2.0000948065423136,1.9999199711193067,0.12111783601509095
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.1213571],-1.9999426672859024,-2.0000341265677024,0.12135647439836594
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.12111846],2.0000948065423136,1.9999199711193067,0.12111783601509095
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.1213571],-1.9999426672859024,-2.0000341265677024,0.12135647439836594
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.12676461],2.0000947530336144,1.9999191595714672,0.1267639837805806
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.12701712],-1.9999468433708047,-2.0000286760332138,0.12701649700770404
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.13281922],2.000094712441385,1.9999182417722143,0.1328185900695517
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.13308561],-1.9999513136930929,-2.0000227320754975,0.13308498000320226
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.13928113],2.000094685853007,1.9999172141827277,0.13928050749259321
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.13928113],2.000094685853007,1.9999172141827277,0.13928050749259321
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.1395614],-1.9999560928191986,-2.0000162614277386,0.13956077320148677
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.14615021],2.000094675225167,1.999916070432753,0.14614958703809453
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.14644436],-1.9999611972718814,-2.000009238608824,0.14644372945359363
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.15342646],2.0000946803404633,1.9999148020285795,0.15342583056870346
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.15373448],-1.9999666435738552,-2.000001640261043,0.15373384875952498
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.15373448],-1.9999666435738552,-2.000001640261043,0.15373384875952498
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.16110986],2.0000947022859195,1.999913405431161,0.1611092343591306
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.16143175],-1.99997244759562,-1.999993435240782,0.16143112739399532
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.16920043],2.000094741931154,1.9999118735624055,0.16919980120334552
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.1695362],-1.9999786254250775,-1.9999845973590922,0.16953557001362074
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.1695362],-1.9999786254250775,-1.9999845973590922,0.16953557001362074
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.16920043],2.000094741931154,1.9999118735624055,0.16919980120334552
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.17769816],2.0000948003631884,1.9999102028832678,0.1776975292387039
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.1780478],-1.999985193367538,-1.999975101134835,0.17804717289311378
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.1780478],-1.999985193367538,-1.999975101134835,0.17804717289311378
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.17769816],2.0000948003631884,1.9999102028832678,0.1776975292387039
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.18660305],2.000094878234239,1.999908384192227,0.18660241846520842
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.18696656],-1.9999921677283072,-1.999964916840016,0.18696593603247866
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.18696656],-1.9999921677283072,-1.999964916840016,0.18696593603247866
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.18660305],2.000094878234239,1.999908384192227,0.18660241846520842
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.1959151],2.0000949768487315,1.9999064125346193,0.19591447167682793
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.19629249],-1.9999995639430745,-1.9999540175778776,0.19629186315700933
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.19629249],-1.9999995639430745,-1.9999540175778776,0.19629186315700933
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.1959151],2.0000949768487315,1.9999064125346193,0.19591447167682793
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.20563431],2.0000950964240736,1.99990428366359,0.2056336842169508
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.20602558],-2.000007398969362,-1.9999423799907097,0.20602495240406263
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.21576051],2.000095238264746,1.9999019890854624,0.21575988565354817
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.21616565],-2.0000156884603175,-1.9999299736427443,0.21616502682235397
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.22629283],2.0000954032406404,1.9998995252613625,0.22629219961207817
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.22629283],2.0000954032406404,1.9998995252613625,0.22629219961207817
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.22671184],-2.0000244485041163,-1.9999167716373956,0.22671121376263445
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.23723114],2.000095591786604,1.9998968844054108,0.23723051340251153
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.23766403],-2.000033694536483,-1.9999027492013584,0.23766340239752054
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.24857545],2.000095805424469,1.9998940615629455,0.2485748223682365
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.24902221],-2.000043443732343,-1.999887878022259,0.24902158341379
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.24902221],-2.000043443732343,-1.999887878022259,0.24902158341379
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.26032575],2.0000960450238523,1.9998910510714922,0.2603251274405771
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.26078639],-2.0000537113099788,-1.999872130495533,0.26078576333070475
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.27248206],2.0000963108021605,1.9998878458529588,0.27248143327614843
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.27295657],-2.000064514009505,-1.9998554790166154,0.2729559393543005
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.27295657],-2.000064514009505,-1.9998554790166154,0.2729559393543005
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.27248206],2.0000963108021605,1.9998878458529588,0.27248143327614843
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.28504436],2.000096604063822,1.9998844409526828,0.28504373335569366
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.28553274],-2.000075867484012,-1.999837898104371,0.2855321133472255
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.28504436],2.000096604063822,1.9998844409526828,0.28504373335569366
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.28553274],-2.000075867484012,-1.999837898104371,0.2855321133472255
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.29801266],2.000096925678453,1.999880830000381,0.29801203233582724
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.29851491],-2.0000877884736155,-1.9998193594464266,0.2985142825155156
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.29851491],-2.0000877884736155,-1.9998193594464266,0.2985142825155156
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.29801266],2.000096925678453,1.999880830000381,0.29801203233582724
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.31138696],2.0000972767330785,1.9998770066257716,0.3113863292852283
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.31190308],-2.0001002924140012,-1.9997998375616464,0.31190245058446425
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.31190308],-2.0001002924140012,-1.9997998375616464,0.31190245058446425
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.31138696],2.0000972767330785,1.9998770066257716,0.3113863292852283
[52.211309],[21.001001],[0.],[52.21129103],[21.00097174],[0.32516725],2.0000976572276987,1.99987296728981,0.3251666223412528
[52.211309],[21.001001],[0.],[52.21132697],[21.00103026],[0.32569724],-2.0001133960452826,-1.9997793055532773,0.3256966156914295
