Ref_Frame_Lat_Pos [deg],Ref_Frame_Long_Pos [deg],Ref_Frame_Alt_Pos [m],Drone_Lat_Pos [deg],Drone_Long_Pos [deg],Drone_Alt_Pos [m],de_X_pos [m],dn_Y_pos [m],du_Z_pos [m]
[52.211309],[21.001001],[0.],[52.2113069],[21.00096445],[9.5617827],2.498234166360364,0.23369393498967872,9.561782212142383
[52.211309],[21.001001],[0.],[52.21128775],[21.00089134],[9.39784597],7.495534173812784,2.3642757187709855,9.397841134134913
[52.211309],[21.001001],[0.],[52.21130682],[21.000964],[9.45021483],2.529388209602006,0.24265113821739556,9.450214323253
[52.211309],[21.001001],[0.],[52.21130674],[21.00096354],[9.33911659],2.5606877592011306,0.2516386042602524,9.339116076831003
[52.211309],[21.001001],[0.],[52.21128773],[21.00089084],[9.28650711],7.529994309703686,2.3671084577444637,9.286502234085697
[52.211309],[21.001001],[0.],[52.21130674],[21.00096354],[9.33911659],2.5606877592011306,0.2516386042602524,9.339116076831003
[52.211309],[21.001001],[0.],[52.2112877],[21.00089033],[9.17563703],7.564611234986149,2.3699406004671357,9.175632115813343
[52.211309],[21.001001],[0.],[52.21130666],[21.00096308],[9.22848842],2.592128804055911,0.2606552869774179,9.228487891039634
[52.211309],[21.001001],[0.],[52.21130658],[21.00096262],[9.11833072],2.623707330672784,0.2697001409357236,9.118330173797661
[52.211309],[21.001001],[0.],[52.21128768],[21.00088982],[9.06523617],7.599380956823616,2.3727710604493124,9.065231205866192
[52.211309],[21.001001],[0.],[52.21128768],[21.00088982],[9.06523617],7.599380956823616,2.3727710604493124,9.065231205866192
[52.211309],[21.001001],[0.],[52.21130658],[21.00096262],[9.11833072],2.623707330672784,0.2697001409357236,9.118330173797661
[52.211309],[21.001001],[0.],[52.21130649],[21.00096211],[8.9977011],2.65859771135197,0.2796807714100728,8.99770054100556
[52.211309],[21.001001],[0.],[52.21128765],[21.00088931],[8.95530492],7.634299483031435,2.3755987589870586,8.955299914028862
[52.211309],[21.001001],[0.],[52.21128765],[21.00088931],[8.95530492],7.634299483031435,2.3755987589870586,8.955299914028862
[52.211309],[21.001001],[0.],[52.21130649],[21.00096211],[8.9977011],2.65859771135197,0.2796807714100728,8.99770054100556
[52.211309],[21.001001],[0.],[52.21128763],[21.0008888],[8.84584369],7.669362817946202,2.3784226081747777,8.845838647292076
[52.211309],[21.001001],[0.],[52.21130641],[21.00096169],[8.89942827],2.6872607736952836,0.2878701801345491,8.89942770120022
[52.211309],[21.001001],[0.],[52.21128763],[21.0008888],[8.84584369],7.669362817946202,2.3784226081747777,8.845838647292076
[52.211309],[21.001001],[0.],[52.21130641],[21.00096169],[8.89942827],2.6872607736952836,0.2878701801345491,8.89942770120022
[52.211309],[21.001001],[0.],[52.21130633],[21.00096122],[8.79068429],2.7192276594164815,0.2969932730923866,8.790683703940672
[52.211309],[21.001001],[0.],[52.2112876],[21.00088828],[8.73685288],7.704566966773842,2.381241523645775,8.736847793088872
[52.211309],[21.001001],[0.],[52.2112876],[21.00088828],[8.73685288],7.704566966773842,2.381241523645775,8.736847793088872
[52.211309],[21.001001],[0.],[52.21130633],[21.00096122],[8.79068429],2.7192276594164815,0.2969932730923866,8.790683703940672
[52.211309],[21.001001],[0.],[52.21128757],[21.00088777],[8.62833284],7.739907930589337,2.3840544231566367,8.628327706256076
[52.211309],[21.001001],[0.],[52.21130625],[21.00096075],[8.68241226],2.7513159624872814,0.3061403520181893,8.682411656032103
[52.211309],[21.001001],[0.],[52.21128755],[21.00088725],[8.52028245],7.775381577200614,2.3868602308342144,8.520277272935061
[52.211309],[21.001001],[0.],[52.21130617],[21.00096028],[8.57461104],2.78352154810199,0.31531034458130486,8.574610428711475
[52.211309],[21.001001],[0.],[52.21128755],[21.00088725],[8.52028245],7.775381577200614,2.3868602308342144,8.520277272935061
[52.211309],[21.001001],[0.],[52.21128752],[21.00088673],[8.41270123],7.810983835939844,2.3896578658505,8.41269600790994
[52.211309],[21.001001],[0.],[52.21130608],[21.00095981],[8.46728014],2.81584033319651,0.3245021947305456,8.467279507888708
[52.211309],[21.001001],[0.],[52.2112875],[21.0008862],[8.30558952],7.846710713533665,2.3924462495006877,8.305584250185301
[52.211309],[21.001001],[0.],[52.211306],[21.00095933],[8.36041986],2.8482683051449667,0.3337148570317201,8.360419217664088
[52.211309],[21.001001],[0.],[52.21130592],[21.00095885],[8.25403053],2.880801449364591,0.3429472825114445,8.254029870962112
[52.211309],[21.001001],[0.],[52.21128747],[21.00088568],[8.19894764],7.882558215404019,2.3952242981251666,8.198942330383916
[52.211309],[21.001001],[0.],[52.21130592],[21.00095885],[8.25403053],2.880801449364591,0.3429472825114445,8.254029870962112
[52.211309],[21.001001],[0.],[52.21128745],[21.00088515],[8.09277592],7.918522346320362,2.3979909280641727,8.092770567021445
[52.211309],[21.001001],[0.],[52.21130583],[21.00095838],[8.14811244],2.913435750620138,0.35219842644303817,8.148111765806204
[52.211309],[21.001001],[0.],[52.21128742],[21.00088463],[7.98707467],7.954599109964862,2.4007450599046503,7.9870692674377635
[52.211309],[21.001001],[0.],[52.21130575],[21.0009579],[8.04266588],2.9461671938935123,0.3614672419762456,8.042665189043994
[52.211309],[21.001001],[0.],[52.21128742],[21.00088463],[7.98707467],7.954599109964862,2.4007450599046503,7.9870692674377635
[52.211309],[21.001001],[0.],[52.21130575],[21.0009579],[8.04266588],2.9461671938935123,0.3614672419762456,8.042665189043994
[52.211309],[21.001001],[0.],[52.2112874],[21.0008841],[7.88184417],7.990784508497601,2.4034856092787296,7.881838725934322
[52.211309],[21.001001],[0.],[52.21130567],[21.00095742],[7.93769112],2.9789917613401116,0.37075268509189563,7.937690416347327
[52.211309],[21.001001],[0.],[52.2112874],[21.0008841],[7.88184417],7.990784508497601,2.4034856092787296,7.881838725934322
[52.211309],[21.001001],[0.],[52.21130567],[21.00095742],[7.93769112],2.9789917613401116,0.37075268509189563,7.937690416347327
[52.211309],[21.001001],[0.],[52.21128738],[21.00088357],[7.77708472],8.027074544295793,2.4062114960652465,7.777079227499428
[52.211309],[21.001001],[0.],[52.21130558],[21.00095694],[7.83318844],3.011905435984704,0.3800537025691542,7.833187714074911
[52.211309],[21.001001],[0.],[52.21128738],[21.00088357],[7.77708472],8.027074544295793,2.4062114960652465,7.777079227499428
[52.211309],[21.001001],[0.],[52.21130558],[21.00095694],[7.83318844],3.011905435984704,0.3800537025691542,7.833187714074911
[52.211309],[21.001001],[0.],[52.21130558],[21.00095694],[7.83318844],3.011905435984704,0.3800537025691542,7.833187714074911
[52.211309],[21.001001],[0.],[52.21128738],[21.00088357],[7.77708472],8.027074544295793,2.4062114960652465,7.777079227499428
[52.211309],[21.001001],[0.],[52.21128735],[21.00088303],[7.67279658],8.063465218649384,2.4089216394350785,7.672791041288997
[52.211309],[21.001001],[0.],[52.2113055],[21.00095645],[7.72915806],3.044904199764787,0.3893692546354036,7.729157327165113
[52.211309],[21.001001],[0.],[52.21128733],[21.0008825],[7.56897994],8.099952526326046,2.411614954312109,7.568974349846039
[52.211309],[21.001001],[0.],[52.21130542],[21.00095597],[7.62560018],3.0779840298347687,0.39869828877731833,7.625599426050585
[52.211309],[21.001001],[0.],[52.2112873],[21.00088196],[7.46563013],8.136532157516454,2.414290423570359,7.465624498424566
[52.211309],[21.001001],[0.],[52.2112873],[21.00088196],[7.46563013],8.136532157516454,2.414290423570359,7.465624498424566
[52.211309],[21.001001],[0.],[52.21130533],[21.00095548],[7.52251009],3.1111406498582164,0.4080397185066347,7.522509324316968
[52.211309],[21.001001],[0.],[52.21128728],[21.00088143],[7.3627446],8.173199950460505,2.416947003894521,7.3627389175097475
[52.211309],[21.001001],[0.],[52.21130525],[21.000955],[7.41988522],3.1443699085047596,0.4173924771535879,7.4198844375449795
[52.211309],[21.001001],[0.],[52.21128726],[21.00088089],[7.26032356],8.209951924274362,2.419583622240802,7.260317826897738
[52.211309],[21.001001],[0.],[52.21130516],[21.00095451],[7.31772577],3.177667808147025,0.42675552140594164,7.3177249641071995
[52.211309],[21.001001],[0.],[52.21130508],[21.00095402],[7.21603192],3.2110303478963456,0.4361278086591164,7.216031100513657
[52.211309],[21.001001],[0.],[52.21128723],[21.00088035],[7.15836723],8.246784098291345,2.422199197779359,7.1583614454534645
[52.211309],[21.001001],[0.],[52.21130508],[21.00095402],[7.21603192],3.2110303478963456,0.4361278086591164,7.216031100513657
[52.211309],[21.001001],[0.],[52.21128721],[21.00087981],[7.05687579],8.283692490322712,2.4247926588817204,7.056869965033584
[52.211309],[21.001001],[0.],[52.211305],[21.00095353],[7.11480386],3.244453528168258,0.44550829984742835,7.114803022785368
[52.211309],[21.001001],[0.],[52.21130491],[21.00095304],[7.01404176],3.2779333478562536,0.45489594953476375,7.014040900424179
[52.211309],[21.001001],[0.],[52.21128719],[21.00087927],[6.95584946],8.320673117962086,2.4273629310880223,6.955843578426169
[52.211309],[21.001001],[0.],[52.21128719],[21.00087927],[6.95584946],8.320673117962086,2.4273629310880223,6.955843578426169
[52.211309],[21.001001],[0.],[52.21130491],[21.00095304],[7.01404176],3.2779333478562536,0.45489594953476375,7.014040900424179
[52.211309],[21.001001],[0.],[52.21130483],[21.00095255],[6.91374576],3.3114658062884113,0.46428971440828637,6.913744888030866
[52.211309],[21.001001],[0.],[52.21128716],[21.00087873],[6.85528839],8.357721998585456,2.429908934275785,6.855282460724259
[52.211309],[21.001001],[0.],[52.21128716],[21.00087873],[6.85528839],8.357721998585456,2.429908934275785,6.855282460724259
[52.211309],[21.001001],[0.],[52.21130483],[21.00095255],[6.91374576],3.3114658062884113,0.46428971440828637,6.913744888030866
[52.211309],[21.001001],[0.],[52.21130474],[21.00095206],[6.81391602],3.345046901705576,0.47368855540186267,6.813915129030422
[52.211309],[21.001001],[0.],[52.21128714],[21.00087819],[6.75519275],8.39483514804676,2.4324295975238903,6.755186771188495
[52.211309],[21.001001],[0.],[52.21128714],[21.00087819],[6.75519275],8.39483514804676,2.4324295975238903,6.755186771188495
[52.211309],[21.001001],[0.],[52.21130474],[21.00095206],[6.81391602],3.345046901705576,0.47368855540186267,6.813915129030422
[52.211309],[21.001001],[0.],[52.21128714],[21.00087819],[6.75519275],8.39483514804676,2.4324295975238903,6.755186771188495
[52.211309],[21.001001],[0.],[52.21130474],[21.00095206],[6.81391602],3.345046901705576,0.47368855540186267,6.813915129030422
[52.211309],[21.001001],[0.],[52.21128712],[21.00087764],[6.65556269],8.4320085824171,2.434923844956408,6.655556667216972
[52.211309],[21.001001],[0.],[52.21130466],[21.00095157],[6.71455267],3.378672632130979,0.48309142566331226,6.714551759397346
[52.211309],[21.001001],[0.],[52.2112871],[21.0008771],[6.55639833],8.469238316462992,2.437390602112883,6.556392255916456
[52.211309],[21.001001],[0.],[52.21130457],[21.00095108],[6.61565579],3.412338994500645,0.4924972847105866,6.61565486388349
[52.211309],[21.001001],[0.],[52.21128707],[21.00087655],[6.45769772],8.506520291253453,2.4398288362937945,6.457691594552901
[52.211309],[21.001001],[0.],[52.21128707],[21.00087655],[6.45769772],8.506520291253453,2.4398288362937945,6.457691594552901
[52.211309],[21.001001],[0.],[52.21130449],[21.00095059],[6.51722343],3.446041935313776,0.5019050871068914,6.517222478331155
[52.211309],[21.001001],[0.],[52.21128705],[21.00087601],[6.35945979],8.543850485684459,2.442237496396297,6.359453613972889
[52.211309],[21.001001],[0.],[52.2113044],[21.00095009],[6.41925449],3.4797774291140393,0.5113137895386911,6.419253517751232
[52.211309],[21.001001],[0.],[52.21128703],[21.00087546],[6.26168465],8.581224924305047,2.444615510790732,6.26167842407742
[52.211309],[21.001001],[0.],[52.21130432],[21.0009496],[6.32174905],3.5135414819678568,0.5207223522313127,6.321748061307899
[52.211309],[21.001001],[0.],[52.21130424],[21.0009491],[6.22470719],3.5473301003762585,0.530129733286508,6.224706188165427
[52.211309],[21.001001],[0.],[52.21128701],[21.00087491],[6.16437239],8.6186396288378,2.4469618120941443,6.164366112415848
[52.211309],[21.001001],[0.],[52.21130424],[21.0009491],[6.22470719],3.5473301003762585,0.530129733286508,6.224706188165427
[52.211309],[21.001001],[0.],[52.21128699],[21.00087436],[6.0675231],8.656090622744335,2.449275323721913,6.067516764674978
[52.211309],[21.001001],[0.],[52.21130415],[21.00094861],[6.12812898],3.581139288883452,0.539534892221498,6.1281279588617235
[52.211309],[21.001001],[0.],[52.21130407],[21.00094811],[6.03201446],3.614965053337883,0.5489367878455488,6.032013419033628
[52.211309],[21.001001],[0.],[52.21128697],[21.00087382],[5.97113683],8.69357392861644,2.4515549782907873,5.971130447915252
[52.211309],[21.001001],[0.],[52.21128697],[21.00087382],[5.97113683],8.69357392861644,2.4515549782907873,5.971130447915252
[52.211309],[21.001001],[0.],[52.21130407],[21.00094811],[6.03201446],3.614965053337883,0.5489367878455488,6.032013419033628
[52.211309],[21.001001],[0.],[52.21130407],[21.00094811],[6.03201446],3.614965053337883,0.5489367878455488,6.032013419033628
[52.211309],[21.001001],[0.],[52.21128697],[21.00087382],[5.97113683],8.69357392861644,2.4515549782907873,5.971130447915252
[52.211309],[21.001001],[0.],[52.21128695],[21.00087327],[5.87521366],8.731085566871673,2.45379970204708,5.8752072226779575
[52.211309],[21.001001],[0.],[52.21130398],[21.00094762],[5.93636367],3.6488033987181936,0.5583343832146321,5.936362607798813
[52.211309],[21.001001],[0.],[52.21130398],[21.00094762],[5.93636367],3.6488033987181936,0.5583343832146321,5.936362607798813
[52.211309],[21.001001],[0.],[52.21128695],[21.00087327],[5.87521366],8.731085566871673,2.45379970204708,5.8752072226779575
[52.211309],[21.001001],[0.],[52.2113039],[21.00094712],[5.84117664],3.682650331089872,0.5677266314752493,5.841175551236522
[52.211309],[21.001001],[0.],[52.21128693],[21.00087272],[5.77975362],8.768621561405856,2.45600842548382,5.779747132740658
[52.211309],[21.001001],[0.],[52.2113039],[21.00094712],[5.84117664],3.682650331089872,0.5677266314752493,5.841175551236522
[52.211309],[21.001001],[0.],[52.21128691],[21.00087217],[5.68475675],8.806177932201345,2.45818007767826,5.684750212567794
[52.211309],[21.001001],[0.],[52.21128691],[21.00087217],[5.68475675],8.806177932201345,2.45818007767826,5.684750212567794
[52.211309],[21.001001],[0.],[52.21130381],[21.00094663],[5.74645337],3.7165018541267787,0.5771124942674607,5.746452265181545
[52.211309],[21.001001],[0.],[52.21130373],[21.00094613],[5.65219299],3.7503539762860076,0.5864909367702809,5.652191862085861
[52.211309],[21.001001],[0.],[52.21128687],[21.00087107],[5.49612954],8.881335704264437,2.46240851743496,5.496122893702758
[52.211309],[21.001001],[0.],[52.21128687],[21.00087107],[5.49612954],8.881335704264437,2.46240851743496,5.496122893702758
[52.211309],[21.001001],[0.],[52.21128687],[21.00087107],[5.49612954],8.881335704264437,2.46240851743496,5.496122893702758
[52.211309],[21.001001],[0.],[52.21130364],[21.00094564],[5.55837506],3.7842027614739937,0.5958610395366212,5.5583739124599125
[52.211309],[21.001001],[0.],[52.21128685],[21.00087052],[5.40247051],8.918928983133949,2.464463967936418,5.402463809355362
[52.211309],[21.001001],[0.],[52.21130356],[21.00094514],[5.46499128],3.81804430533121,0.605221830032964,5.46499010984017
[52.211309],[21.001001],[0.],[52.21128683],[21.00086997],[5.30924509],8.956526633010487,2.4664789121730935,5.309238334616641
[52.211309],[21.001001],[0.],[52.21130348],[21.00094465],[5.37204161],3.8518746945796227,0.6145722868863602,5.3720404207016355
[52.211309],[21.001001],[0.],[52.21130339],[21.00094415],[5.27952601],3.8856900163758477,0.6239113915549555,5.27952480220617
[52.211309],[21.001001],[0.],[52.21128682],[21.00086942],[5.21645325],8.994124757141638,2.4684523061184347,5.216446445278054
[52.211309],[21.001001],[0.],[52.21130339],[21.00094415],[5.27952601],3.8856900163758477,0.6239113915549555,5.27952480220617
[52.211309],[21.001001],[0.],[52.2112868],[21.00086887],[5.12409496],9.031719458122607,2.470383103622322,5.124088105023966
[52.211309],[21.001001],[0.],[52.21130331],[21.00094366],[5.18744443],3.9194863591807665,0.633238126204566,5.187443196614564
[52.211309],[21.001001],[0.],[52.21128678],[21.00086832],[5.03217018],9.069306838765836,2.472270257118872,5.032163269156927
[52.211309],[21.001001],[0.],[52.21130323],[21.00094317],[5.09579679],3.9532598088462643,0.6425514680462033,5.095795537805794
[52.211309],[21.001001],[0.],[52.21128678],[21.00086832],[5.03217018],9.069306838765836,2.472270257118872,5.032163269156927
[52.211309],[21.001001],[0.],[52.21130323],[21.00094317],[5.09579679],3.9532598088462643,0.6425514680462033,5.095795537805794
[52.211309],[21.001001],[0.],[52.21130323],[21.00094317],[5.09579679],3.9532598088462643,0.6425514680462033,5.095795537805794
[52.211309],[21.001001],[0.],[52.21128678],[21.00086832],[5.03217018],9.069306838765836,2.472270257118872,5.032163269156927
[52.211309],[21.001001],[0.],[52.21128677],[21.00086777],[4.94067885],9.106883001883602,2.4741127183342537,4.940671879009742
[52.211309],[21.001001],[0.],[52.21130314],[21.00094267],[5.00458303],3.987006453832917,0.6518503999532145,5.004581750345696
[52.211309],[21.001001],[0.],[52.21130314],[21.00094267],[5.00458303],3.987006453832917,0.6518503999532145,5.004581750345696
[52.211309],[21.001001],[0.],[52.21128677],[21.00086777],[4.94067885],9.106883001883602,2.4741127183342537,4.940671879009742
[52.211309],[21.001001],[0.],[52.21128675],[21.00086722],[4.84962089],9.144444050722818,2.4759094425335384,4.849613864739436
[52.211309],[21.001001],[0.],[52.21130306],[21.00094218],[4.91380304],4.020722382383758,0.6611339033831906,4.913801737379777
[52.211309],[21.001001],[0.],[52.21128675],[21.00086722],[4.84962089],9.144444050722818,2.4759094425335384,4.849613864739436
[52.211309],[21.001001],[0.],[52.21130306],[21.00094218],[4.91380304],4.020722382383758,0.6611339033831906,4.913801737379777
[52.211309],[21.001001],[0.],[52.21128673],[21.00086667],[4.75899622],9.181986088095435,2.477659384981657,4.758989144395933
[52.211309],[21.001001],[0.],[52.21130298],[21.00094169],[4.82345672],4.054403681654647,0.6704009569623478,4.823455402984955
[52.211309],[21.001001],[0.],[52.21128672],[21.00086612],[4.66880477],9.21950521724802,2.4793614966965403,4.668797641617185
[52.211309],[21.001001],[0.],[52.21130289],[21.00094119],[4.73354399],4.088046440757937,0.679650542148003,4.733542642856331
[52.211309],[21.001001],[0.],[52.2112867],[21.00086557],[4.57904676],9.256997535774072,2.481014725156854,4.579039569682562
[52.211309],[21.001001],[0.],[52.2112867],[21.00086557],[4.57904676],9.256997535774072,2.481014725156854,4.579039569682562
[52.211309],[21.001001],[0.],[52.21130281],[21.0009407],[4.64406502],4.121646738587653,0.6888816361504541,4.644063657231582
[52.211309],[21.001001],[0.],[52.21128669],[21.00086502],[4.48972218],9.294459143441228,2.4826180199646,4.489714937911883
[52.211309],[21.001001],[0.],[52.21130273],[21.00094021],[4.55501982],4.155200659255501,0.6980932190111157,4.5550184321442755
[52.211309],[21.001001],[0.],[52.21128667],[21.00086448],[4.40083092],9.331886142843398,2.48417033426072,4.400823623377243
[52.211309],[21.001001],[0.],[52.21130264],[21.00093972],[4.46640823],4.188704290786401,0.7072842700634707,4.466406822311583
[52.211309],[21.001001],[0.],[52.21130256],[21.00093923],[4.3782301],4.222153722292167,0.7164537693486794,4.3782286675496005
[52.211309],[21.001001],[0.],[52.21128666],[21.00086393],[4.31237284],9.369274637878767,2.48567062472507,4.312365488249664
[52.211309],[21.001001],[0.],[52.21130256],[21.00093923],[4.3782301],4.222153722292167,0.7164537693486794,4.3782286675496005
[52.211309],[21.001001],[0.],[52.21128665],[21.00086338],[4.22434779],9.406620730923542,2.4871178480373635,4.224340377936455
[52.211309],[21.001001],[0.],[52.21130248],[21.00093874],[4.29048526],4.255545042884477,0.7256006997390049,4.290483798361282
[52.211309],[21.001001],[0.],[52.2113024],[21.00093826],[4.20317351],4.288874342109699,0.7347240426909616,4.203172028485862
[52.211309],[21.001001],[0.],[52.21128664],[21.00086284],[4.13675559],9.44392052609303,2.4885109601693736,4.136748132257076
[52.211309],[21.001001],[0.],[52.21128664],[21.00086284],[4.13675559],9.44392052609303,2.4885109601693736,4.136748132257076
[52.211309],[21.001001],[0.],[52.2113024],[21.00093826],[4.20317351],4.288874342109699,0.7347240426909616,4.203172028485862
[52.211309],[21.001001],[0.],[52.2113024],[21.00093826],[4.20317351],4.288874342109699,0.7347240426909616,4.203172028485862
[52.211309],[21.001001],[0.],[52.21128662],[21.00086229],[4.0495961],9.481170127284972,2.489848915677119,4.0495885817178525
[52.211309],[21.001001],[0.],[52.21128662],[21.00086229],[4.0495961],9.481170127284972,2.489848915677119,4.0495885817178525
[52.211309],[21.001001],[0.],[52.21130231],[21.00093772],[4.10763059],4.325460269713757,0.7447312582113131,4.107629082847853
[52.211309],[21.001001],[0.],[52.21130231],[21.00093772],[4.10763059],4.325460269713757,0.7447312582113131,4.107629082847853
[52.211309],[21.001001],[0.],[52.21128662],[21.00086229],[4.0495961],9.481170127284972,2.489848915677119,4.0495885817178525
[52.211309],[21.001001],[0.],[52.21128661],[21.00086175],[3.96286911],9.518365639701399,2.4911306783180023,3.962861537267419
[52.211309],[21.001001],[0.],[52.21130223],[21.00093728],[4.02984854],4.355331237252575,0.7528958864427051,4.029847007172144
[52.211309],[21.001001],[0.],[52.21128661],[21.00086175],[3.96286911],9.518365639701399,2.4911306783180023,3.962861537267419
[52.211309],[21.001001],[0.],[52.21130223],[21.00093728],[4.02984854],4.355331237252575,0.7528958864427051,4.029847007172144
[52.211309],[21.001001],[0.],[52.2112866],[21.00086121],[3.87657443],9.5555031672398,2.4923551962774946,3.8765668042665724
[52.211309],[21.001001],[0.],[52.21130215],[21.0009368],[3.94383488],4.388451015523414,0.7619423544017296,3.943833330127352
[52.211309],[21.001001],[0.],[52.21128659],[21.00086066],[3.7907119],9.592578814232251,2.4935214318971024,3.7907042178785124
[52.211309],[21.001001],[0.],[52.21130207],[21.00093631],[3.85825353],4.421493133655048,0.7709611579159116,3.858251954267856
[52.211309],[21.001001],[0.],[52.21128658],[21.00086012],[3.70528237],9.629588635658541,2.494628297263412,3.7052746274769057
[52.211309],[21.001001],[0.],[52.21128658],[21.00086012],[3.70528237],9.629588635658541,2.494628297263412,3.7052746274769057
[52.211309],[21.001001],[0.],[52.21130199],[21.00093583],[3.7731053],4.454453622928243,0.7799512593301451,3.773103704749673
[52.211309],[21.001001],[0.],[52.21128657],[21.00085958],[3.62028603],9.666528714761734,2.4956747313598315,3.6202782342349416
[52.211309],[21.001001],[0.],[52.21130191],[21.00093535],[3.68839038],4.487328547234681,0.7889116301907889,3.6883887585283675
[52.211309],[21.001001],[0.],[52.21128656],[21.00085904],[3.53572265],9.703395154569137,2.496659692280625,3.535714793222347
[52.211309],[21.001001],[0.],[52.21130183],[21.00093487],[3.6041085],4.520113996337295,0.7978412519534598,3.6041068548379567
[52.211309],[21.001001],[0.],[52.21130175],[21.00093439],[3.52025939],4.55280606173815,0.806739106073653,3.5202577180113774
[52.211309],[21.001001],[0.],[52.21128655],[21.0008585],[3.45159196],9.740184057890525,2.497582140243357,3.451584050195707
[52.211309],[21.001001],[0.],[52.21130175],[21.00093439],[3.52025939],4.55280606173815,0.806739106073653,3.5202577180113774
[52.211309],[21.001001],[0.],[52.21128655],[21.00085797],[3.36789371],9.776891529709593,2.498441033342039,3.3678857406671443
[52.211309],[21.001001],[0.],[52.21130167],[21.00093392],[3.43684276],4.585400832982573,0.8156041754223594,3.4368410593431333
[52.211309],[21.001001],[0.],[52.21130159],[21.00093344],[3.3538583],4.617894403311658,0.8244354400392157,3.3538565798832574
[52.211309],[21.001001],[0.],[52.21128654],[21.00085743],[3.28462761],9.813513674357694,2.499235331086174,3.2846195880416706
[52.211309],[21.001001],[0.],[52.21128654],[21.00085743],[3.28462761],9.813513674357694,2.499235331086174,3.2846195880416706
[52.211309],[21.001001],[0.],[52.21130159],[21.00093344],[3.3538583],4.617894403311658,0.8244354400392157,3.3538565798832574
[52.211309],[21.001001],[0.],[52.21130159],[21.00093344],[3.3538583],4.617894403311658,0.8244354400392157,3.3538565798832574
[52.211309],[21.001001],[0.],[52.21128654],[21.00085743],[3.28462761],9.813513674357694,2.499235331086174,3.2846195880416706
[52.211309],[21.001001],[0.],[52.21128653],[21.0008569],[3.20179339],9.85004659660088,2.4999639908617137,3.2017853064111597
[52.211309],[21.001001],[0.],[52.21130151],[21.00093297],[3.27130572],4.65028286487938,0.8332318827949744,3.2713039732312836
[52.211309],[21.001001],[0.],[52.21128653],[21.0008569],[3.20179339],9.85004659660088,2.4999639908617137,3.2017853064111597
[52.211309],[21.001001],[0.],[52.21130151],[21.00093297],[3.27130572],4.65028286487938,0.8332318827949744,3.2713039732312836
[52.211309],[21.001001],[0.],[52.21128653],[21.00085636],[3.11939073],9.88648640403134,2.5006259757169618,3.1193825884471402
[52.211309],[21.001001],[0.],[52.21130143],[21.0009325],[3.18918469],4.68256231179626,0.841992486560273,3.189182915291693
[52.211309],[21.001001],[0.],[52.21128653],[21.00085636],[3.11939073],9.88648640403134,2.5006259757169618,3.1193825884471402
[52.211309],[21.001001],[0.],[52.21130143],[21.0009325],[3.18918469],4.68256231179626,0.841992486560273,3.189182915291693
[52.211309],[21.001001],[0.],[52.21128652],[21.00085583],[3.03741932],9.922829202936706,2.50122024799229,3.0374111268212296
[52.211309],[21.001001],[0.],[52.21130135],[21.00093202],[3.10749487],4.714728839042339,0.8507162327900152,3.1074930707931747
[52.211309],[21.001001],[0.],[52.21128652],[21.0008553],[2.95587893],9.95907109503891,2.5017457615342047,2.9558706812603615
[52.211309],[21.001001],[0.],[52.21130128],[21.00093156],[3.026236],4.746778534640577,0.8594021022311659,3.0262341808329527
[52.211309],[21.001001],[0.],[52.21128651],[21.00085477],[2.8747711],9.995208048788497,2.502201388082529,2.874762793111878
[52.211309],[21.001001],[0.],[52.21128651],[21.00085477],[2.8747711],9.995208048788497,2.502201388082529,2.874762793111878
[52.211309],[21.001001],[0.],[52.2113012],[21.00093109],[2.94540961],4.7787073342123065,0.8680490274992574,2.945407761609274
[52.211309],[21.001001],[0.],[52.21128651],[21.00085425],[2.79409624],10.031236111120341,2.50258604821622,2.7940878740287802
[52.211309],[21.001001],[0.],[52.21130112],[21.00093062],[2.86501608],4.8105112629500155,0.8766559673988172,2.8650142080080157
[52.211309],[21.001001],[0.],[52.21128651],[21.00085372],[2.71385399],10.067151383973515,2.502898705690767,2.713845567322922
[52.211309],[21.001001],[0.],[52.21130104],[21.00093016],[2.78505504],4.842186412354885,0.8852219055077076,2.7850531400546954
[52.211309],[21.001001],[0.],[52.21130097],[21.0009297],[2.70552608],4.873728875232446,0.8937458218646374,2.7055241638050664
[52.211309],[21.001001],[0.],[52.2112865],[21.0008532],[2.63404398],10.102949972113258,2.503138320014697,2.634035502336397
[52.211309],[21.001001],[0.],[52.21130097],[21.0009297],[2.70552608],4.873728875232446,0.8937458218646374,2.7055241638050664
[52.211309],[21.001001],[0.],[52.2112865],[21.00085267],[2.55466583],10.138627979869886,2.503303852819843,2.554657300960795
[52.211309],[21.001001],[0.],[52.21130089],[21.00092924],[2.62642882],4.905134743518531,0.9022267000472513,2.626426878795698
[52.211309],[21.001001],[0.],[52.21130082],[21.00092878],[2.54776284],4.936400111975146,0.9106635208018549,2.5477608705933905
[52.211309],[21.001001],[0.],[52.2112865],[21.00085215],[2.47571916],10.174181513095448,2.503394267861359,2.4757105683239766
[52.211309],[21.001001],[0.],[52.2112865],[21.00085215],[2.47571916],10.174181513095448,2.503394267861359,2.4757105683239766
[52.211309],[21.001001],[0.],[52.21130082],[21.00092878],[2.54776284],4.936400111975146,0.9106635208018549,2.5477608705933905
[52.211309],[21.001001],[0.],[52.21130082],[21.00092878],[2.54776284],4.936400111975146,0.9106635208018549,2.5477608705933905
